c1[nH]c2c([n+]1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)N=CN[C@@H]2O,1
c1[nH]c2c([n+]1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)N=CN[C@@H]2O,1
c1[nH]c2c([n+]1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)N=CN[C@@H]2O,1
c1[nH]c2c([n+]1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)N=CN[C@@H]2O,1
c1[nH]c2c([n+]1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)N=CN[C@@H]2O,1
C1=Nc2c(C(=O)[NH+]1)[nH]c[n+]2[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O,1
C1=Nc2c(C(=O)[NH+]1)[nH]c[n+]2[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O,1
C1=Nc2c(C(=O)[NH+]1)[nH]c[n+]2[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O,1
C1=Nc2c(C(=O)[NH+]1)[nH]c[n+]2[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O,1
C1=Nc2c(C(=O)[NH+]1)[nH]c[n+]2[C@H]1[C@H]([C@@H]([C@H](O1)CO)O)O,1
c1[nH]c2c([n+]1[C@H]1C[C@@H]([C@H](O1)CO)O)N=CNC[C@@H]2O,1
c1[nH]c2c([n+]1[C@H]1C[C@@H]([C@H](O1)CO)O)N=CNC[C@@H]2O,1
c1[nH]c2c([n+]1[C@H]1C[C@@H]([C@H](O1)CO)O)N=CNC[C@@H]2O,1
c1[nH]c2c([n+]1[C@H]1C[C@@H]([C@H](O1)CO)O)N=CNC[C@@H]2O,1
c1[nH]c2c([n+]1[C@H]1C[C@@H]([C@H](O1)CO)O)N=CNC[C@@H]2O,1
CCCCCC[C@H]([C@@H](C)O)[n+]1c[nH]c2c1ncnc2N,1
CCCCCC[C@H]([C@@H](C)O)[n+]1c[nH]c2c1ncnc2N,1
CCCCCC[C@H]([C@@H](C)O)[n+]1c[nH]c2c1ncnc2N,1
CCCCCC[C@H]([C@@H](C)O)[n+]1c[nH]c2c1ncnc2N,1
CCCCCC[C@H]([C@@H](C)O)[n+]1c[nH]c2c1ncnc2N,1
C1[C@@H]([C@H](O[C@H]1[C@H]1C=NC2=C1N=CNC[C@H]2O)CO)O,1
C1[C@@H]([C@H](O[C@H]1[C@H]1C=NC2=C1N=CNC[C@H]2O)CO)O,1
C1[C@@H]([C@H](O[C@H]1[C@H]1C=NC2=C1N=CNC[C@H]2O)CO)O,1
C1[C@@H]([C@H](O[C@H]1[C@H]1C=NC2=C1N=CNC[C@H]2O)CO)O,1
C1[C@@H]([C@H](O[C@H]1[C@H]1C=NC2=C1N=CNC[C@H]2O)CO)O,1
c1[nH]c2c([n+]1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)N=CNC[C@@H]2O,1
c1[nH]c2c([n+]1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)N=CNC[C@@H]2O,1
c1[nH]c2c([n+]1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)N=CNC[C@@H]2O,1
c1[nH]c2c([n+]1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)N=CNC[C@@H]2O,1
c1[nH]c2c([n+]1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)N=CNC[C@@H]2O,1
CCCCCC[C@H]([C@@H](C)O)[n+]1cc([nH]c1)C(=O)N,1
CCCCCC[C@H]([C@@H](C)O)[n+]1cc([nH]c1)C(=O)N,1
CCCCCC[C@H]([C@@H](C)O)[n+]1cc([nH]c1)C(=O)N,1
CCCCCC[C@H]([C@@H](C)O)[n+]1cc([nH]c1)C(=O)N,1
CCCCCC[C@H]([C@@H](C)O)[n+]1cc([nH]c1)C(=O)N,1
c1cc(c2c(c1)[n+](c[nH]2)[C@H]1C[C@@H]([C@H](O1)CO)O)[NH+]O,1
c1cc(c2c(c1)[n+](c[nH]2)[C@H]1C[C@@H]([C@H](O1)CO)O)[NH+]O,1
c1cc(c2c(c1)[n+](c[nH]2)[C@H]1C[C@@H]([C@H](O1)CO)O)[NH+]O,1
c1cc(c2c(c1)[n+](c[nH]2)[C@H]1C[C@@H]([C@H](O1)CO)O)[NH+]O,1
c1cc(c2c(c1)[n+](c[nH]2)[C@H]1C[C@@H]([C@H](O1)CO)O)[NH+]O,1
CCCCCC[C@H]([C@@H](C)O)[n+]1c[nH]nn1,1
CCCCCC[C@H]([C@@H](C)O)[n+]1c[nH]nn1,1
CCCCCC[C@H]([C@@H](C)O)[n+]1c[nH]nn1,1
CCCCCC[C@H]([C@@H](C)O)[n+]1c[nH]nn1,1
CCCCCC[C@H]([C@@H](C)O)[n+]1c[nH]nn1,1
CCCCCC[C@H]([C@@H](C)O)[n+]1c[nH]cn1,1
CCCCCC[C@H]([C@@H](C)O)[n+]1c[nH]cn1,1
CCCCCC[C@H]([C@@H](C)O)[n+]1c[nH]cn1,1
CCCCCC[C@H]([C@@H](C)O)[n+]1c[nH]cn1,1
CCCCCC[C@H]([C@@H](C)O)[n+]1c[nH]cn1,1
CCCCCC[C@H]([C@@H](C)O)[n+]1cc[nH]c1,1
CCCCCC[C@H]([C@@H](C)O)[n+]1cc[nH]c1,1
CCCCCC[C@H]([C@@H](C)O)[n+]1cc[nH]c1,1
CCCCCC[C@H]([C@@H](C)O)[n+]1cc[nH]c1,1
CCCCCC[C@H]([C@@H](C)O)[n+]1cc[nH]c1,1
c1cc(c2c(c1)[n+](c[nH]2)[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)[NH+]O,1
c1cc(c2c(c1)[n+](c[nH]2)[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)[NH+]O,1
c1cc(c2c(c1)[n+](c[nH]2)[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)[NH+]O,1
c1cc(c2c(c1)[n+](c[nH]2)[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)[NH+]O,1
c1cc(c2c(c1)[n+](c[nH]2)[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)[NH+]O,1
c1[nH]c2c([n+]1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)N=CNC2,1
c1[nH]c2c([n+]1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)N=CNC2,1
c1[nH]c2c([n+]1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)N=CNC2,1
c1[nH]c2c([n+]1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)N=CNC2,1
c1[nH]c2c([n+]1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)N=CNC2,1
c1c([nH]c[n+]1[C@H]1C[C@H]([C@H](O1)CO)O)CO,1
c1c([nH]c[n+]1[C@H]1C[C@H]([C@H](O1)CO)O)CO,1
c1c([nH]c[n+]1[C@H]1C[C@H]([C@H](O1)CO)O)CO,1
c1c([nH]c[n+]1[C@H]1C[C@H]([C@H](O1)CO)O)CO,1
c1c([nH]c[n+]1[C@H]1C[C@H]([C@H](O1)CO)O)CO,1
c1c(cc2c(c1[NH+]O)[nH]c[n+]2[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)Cl,1
c1c(cc2c(c1[NH+]O)[nH]c[n+]2[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)Cl,1
c1c(cc2c(c1[NH+]O)[nH]c[n+]2[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)Cl,1
c1c(cc2c(c1[NH+]O)[nH]c[n+]2[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)Cl,1
c1c(cc2c(c1[NH+]O)[nH]c[n+]2[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)Cl,1
c1c[n+]2cnc3c(c2[nH]1)[nH]c[n+]3[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O,1
c1c[n+]2cnc3c(c2[nH]1)[nH]c[n+]3[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O,1
c1c[n+]2cnc3c(c2[nH]1)[nH]c[n+]3[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O,1
c1c[n+]2cnc3c(c2[nH]1)[nH]c[n+]3[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O,1
c1c[n+]2cnc3c(c2[nH]1)[nH]c[n+]3[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O,1
CCCCCC[C@@H]([C@H](C)O)[n+]1c[nH]c2c1nc[n+]1c2[nH]cc1,1
CCCCCC[C@@H]([C@H](C)O)[n+]1c[nH]c2c1nc[n+]1c2[nH]cc1,1
CCCCCC[C@@H]([C@H](C)O)[n+]1c[nH]c2c1nc[n+]1c2[nH]cc1,1
